CustomerID,OrderVolume,CustomerSegment,ZipCode,State,SaleAmount,YearAcquired,EmailSubscr,NewsletterSubscr,WinemakerCallSubscr,Division,Region
51,6,Luxury Estate,54703,WI,8881.03,2008,False,False,True,East North Central,Midwest
52,7,High Roller,97008,OR,9702.92,2009,True,True,True,Pacific,West
53,7,Casual Visitor,80437,CO,10020.11,2010,False,False,False,Mountain,West
54,5,Casual Visitor,88061,NM,10913.57,2010,False,False,False,Mountain,West
55,3,High Roller,30094,GA,13933.75,2009,True,True,True,South Atlantic,South
56,2,High Roller,97539,OR,7491.4,2007,True,True,True,Pacific,West
57,6,Luxury Estate,50023,IA,7339.76,2007,False,False,True,West North Central,Midwest
58,7,High Roller,99166,WA,6445.76,2010,False,False,True,Pacific,West
59,5,Luxury Estate,39813,GA,12209.73,2005,False,True,False,South Atlantic,South
60,7,Casual Visitor,98665,WA,8195.14,2010,False,False,False,Pacific,West
61,2,High Roller,6615,CT,11691.7,2008,False,True,False,New England,Northeast
62,2,Wine Enthusiast,92646,CA,4704.9,2007,False,True,False,Pacific,West
63,2,Wine Enthusiast,98058,WA,7023.360000000001,2010,False,False,False,Pacific,West
64,6,High Roller,10570,NY,9388.94,2010,True,True,True,Middle Atlantic,Northeast
65,5,Casual Visitor,97015,OR,7145.26,2010,False,False,False,Pacific,West
66,8,High Roller,79912,TX,4417.69,2009,True,True,True,West South Central,South
67,4,Casual Visitor,98467,WA,7556.42,2008,False,True,False,Pacific,West
68,5,Wine Enthusiast,30152,GA,7526.29,2007,True,True,True,South Atlantic,South
69,5,High Roller,76710,TX,8511.1,2009,True,True,True,West South Central,South
70,2,Casual Visitor,48911,MI,9967.32,2010,False,False,False,East North Central,Midwest
71,7,High Roller,98611,WA,5510.45,2009,True,True,True,Pacific,West
72,3,High Roller,92211,CA,6091.52,2009,True,True,True,Pacific,West
73,6,Casual Visitor,16373,PA,4132.67,2009,False,False,False,Middle Atlantic,Northeast
74,6,High Roller,53955,WI,10041.46,2008,True,True,True,East North Central,Midwest
75,6,Luxury Estate,32041,FL,5273.8,2008,False,True,False,South Atlantic,South
76,5,Wine Enthusiast,97215,OR,7760.1900000000005,2010,True,True,True,Pacific,West
77,4,Luxury Estate,48872,MI,8480.869999999999,2007,True,True,True,East North Central,Midwest
78,4,Wine Enthusiast,98683,WA,9775.35,2010,True,True,True,Pacific,West
79,4,High Roller,16056,PA,7104.98,2010,True,True,True,Middle Atlantic,Northeast
80,3,Casual Visitor,98028,WA,4771.13,2010,False,False,False,Pacific,West
81,3,High Roller,6359,CT,4622.62,2009,True,True,True,New England,Northeast
82,5,Luxury Estate,31902,GA,5402.62,2008,False,False,False,South Atlantic,South
83,4,Casual Visitor,90620,CA,5520.57,2009,False,True,False,Pacific,West
84,5,Luxury Estate,99352,WA,7091.21,2007,False,False,False,Pacific,West
85,5,High Roller,6716,CT,6625.47,2009,True,True,True,New England,Northeast
86,3,Luxury Estate,65706,MO,8924.98,2008,False,True,False,West North Central,Midwest
87,3,Casual Visitor,48864,MI,7938.48,2010,False,False,False,East North Central,Midwest
88,7,High Roller,98465,WA,5071.81,2010,False,True,False,Pacific,West
89,5,Luxury Estate,33407,FL,5827.7300000000005,2007,False,False,False,South Atlantic,South
90,4,Casual Visitor,27560,NC,8485.68,2008,False,False,False,South Atlantic,South
91,4,High Roller,99323,WA,8268.119999999999,2009,True,True,True,Pacific,West
92,4,Wine Enthusiast,39525,MS,6729.29,2008,True,True,True,East South Central,South
93,3,Casual Visitor,78003,TX,7866.49,2010,False,False,True,West South Central,South
94,5,Luxury Estate,98665,WA,4874.87,2008,False,True,False,Pacific,West
95,3,Casual Visitor,5401,VT,5049.27,2009,False,False,False,New England,Northeast
96,6,High Roller,91702,CA,5119.91,2009,True,True,True,Pacific,West
97,4,Wine Enthusiast,49087,MI,3817.3599999999997,2008,True,True,True,East North Central,Midwest
98,3,Luxury Estate,98349,WA,6278.7,2007,False,False,False,Pacific,West
99,5,High Roller,39212,MS,3383.0099999999998,2009,True,True,True,East South Central,South
100,3,High Roller,97220,OR,6642.33,2008,True,True,True,Pacific,West
101,3,Wine Enthusiast,79007,TX,5235.96,2008,True,True,True,West South Central,South
102,3,Luxury Estate,98107,WA,4528.83,2008,False,False,False,Pacific,West
103,3,High Roller,45331,OH,4218.89,2008,False,True,False,East North Central,Midwest
104,2,Wine Enthusiast,98250,WA,8133.73,2005,True,True,True,Pacific,West
105,2,Wine Enthusiast,42642,KY,3334.16,2005,False,True,False,East South Central,South
106,2,Wine Enthusiast,97471,OR,3385.9700000000003,2008,False,False,False,Pacific,West
107,2,Luxury Estate,75023,TX,3257.89,2008,False,False,False,West South Central,South
108,2,Casual Visitor,98661,WA,6193.74,2010,False,True,True,Pacific,West
109,2,Luxury Estate,70510,LA,6873.52,2008,True,True,True,West South Central,South
110,2,Casual Visitor,98290,WA,5338.41,2010,False,False,False,Pacific,West
111,2,High Roller,92504,CA,4669.59,2009,False,False,False,Pacific,West
112,2,High Roller,82842,WY,6622.139999999999,2005,True,True,True,Mountain,West
113,2,High Roller,98116,WA,3992.29,2006,True,True,True,Pacific,West
114,2,High Roller,48111,MI,3393.36,2010,True,True,True,East North Central,Midwest
115,4,High Roller,62433,IL,7366.25,2009,False,False,False,East North Central,Midwest
116,5,Casual Visitor,98926,WA,2309.12,2008,False,False,False,Pacific,West
117,6,Wine Enthusiast,56630,MN,5046.12,2008,False,False,False,West North Central,Midwest
118,4,Casual Visitor,97330,OR,5478.37,2009,False,True,False,Pacific,West
119,6,High Roller,45656,OH,5855.83,2008,False,False,False,East North Central,Midwest
120,3,High Roller,54636,WI,1963.77,2010,True,True,True,East North Central,Midwest
121,5,High Roller,85028,AZ,6548.3,2010,True,True,True,Mountain,West
122,4,Luxury Estate,10528,NY,6777.43,2010,False,True,False,Middle Atlantic,Northeast
123,5,Casual Visitor,11977,NY,4320.65,2009,False,False,False,Middle Atlantic,Northeast
124,3,High Roller,97504,OR,7063.79,2009,True,True,True,Pacific,West
125,3,Casual Visitor,91224,CA,2460.36,2008,False,False,False,Pacific,West
126,3,Casual Visitor,30292,GA,7340.44,2010,False,True,False,South Atlantic,South
127,4,Luxury Estate,98020,WA,3297.62,2008,False,True,False,Pacific,West
128,4,Wine Enthusiast,8260,NJ,4850.44,2010,True,True,True,Middle Atlantic,Northeast
129,4,Casual Visitor,97814,OR,6091.03,2008,False,True,False,Pacific,West
130,6,High Roller,63128,MO,6171.18,2008,True,True,True,West North Central,Midwest
131,3,Luxury Estate,98121,WA,5213.2,2008,False,True,False,Pacific,West
132,4,Casual Visitor,12520,NY,5359.54,2008,False,False,False,Middle Atlantic,Northeast
133,5,High Roller,98335,WA,3985.4700000000003,2009,True,True,True,Pacific,West
134,6,Wine Enthusiast,28425,NC,5801.22,2006,True,True,True,South Atlantic,South
135,3,Luxury Estate,99352,WA,4678.89,2007,False,False,False,Pacific,West
136,4,High Roller,75662,TX,4882.85,2009,False,True,False,West South Central,South
137,5,Luxury Estate,2770,MA,6211.780000000001,2008,False,True,False,New England,Northeast
138,3,High Roller,97502,OR,4488.9400000000005,2009,True,True,True,Pacific,West
139,4,High Roller,32935,FL,4117.48,2010,True,True,True,South Atlantic,South
140,3,Casual Visitor,83616,ID,5055.610000000001,2008,False,False,False,Mountain,West
141,3,Casual Visitor,96022,CA,4201.030000000001,2010,False,False,True,Pacific,West
142,4,Wine Enthusiast,83814,ID,3353.95,2010,True,True,True,Mountain,West
143,3,Wine Enthusiast,50141,IA,4307.76,2009,True,True,True,West North Central,Midwest
144,2,Luxury Estate,4624,ME,4059.0,2009,False,True,False,New England,Northeast
145,1,Luxury Estate,97465,OR,2014.0,2005,True,True,True,Pacific,West
146,2,Wine Enthusiast,95334,CA,4525.13,2005,True,True,True,Pacific,West
147,2,High Roller,98247,WA,5316.02,2010,True,True,True,Pacific,West
148,2,Wine Enthusiast,76522,TX,6215.19,2007,True,True,True,West South Central,South
149,2,Casual Visitor,98239,WA,3333.05,2006,False,False,False,Pacific,West
150,4,Wine Enthusiast,11704,NY,4123.55,2007,True,True,True,Middle Atlantic,Northeast
151,5,High Roller,71261,LA,5191.93,2008,True,True,True,West South Central,South
152,4,High Roller,1915,WA,5075.469999999999,2009,False,True,False,Pacific,West
153,2,High Roller,54880,WI,2690.09,2006,True,True,True,East North Central,Midwest
154,4,High Roller,98119,WA,4881.400000000001,2009,False,False,False,Pacific,West
155,4,Luxury Estate,94041,CA,4608.9,2008,False,False,False,Pacific,West
156,3,High Roller,97901,OR,4832.08,2006,True,True,True,Pacific,West
157,3,High Roller,69350,NE,4668.79,2010,True,True,True,West North Central,Midwest
158,4,Wine Enthusiast,61301,IL,2236.15,2007,True,True,True,East North Central,Midwest
159,4,Wine Enthusiast,83703,ID,4145.42,2008,True,True,True,Mountain,West
160,4,Wine Enthusiast,27858,NC,3136.5699999999997,2007,True,True,True,South Atlantic,South
161,4,High Roller,98907,WA,2019.79,2009,True,True,True,Pacific,West
162,2,High Roller,71639,AR,4831.57,2005,True,True,True,West South Central,South
163,2,High Roller,2130,MA,3178.51,2009,False,False,True,New England,Northeast
164,4,High Roller,47111,IN,4357.23,2008,True,True,True,East North Central,Midwest
165,3,Wine Enthusiast,54210,WI,4836.07,2009,True,True,True,East North Central,Midwest
166,3,Casual Visitor,81413,CO,3453.44,2009,False,True,False,Mountain,West
167,3,Wine Enthusiast,98101,WA,3967.46,2009,True,True,True,Pacific,West
168,2,Wine Enthusiast,95813,CA,3410.0,2010,True,True,True,Pacific,West
169,3,High Roller,58501,ND,5069.93,2010,False,True,False,West North Central,Midwest
170,3,Casual Visitor,80428,CO,5046.71,2009,False,True,True,Mountain,West
171,5,High Roller,21722,MD,3448.14,2010,False,True,False,South Atlantic,South
172,3,Wine Enthusiast,97035,OR,3415.1800000000003,2008,True,True,True,Pacific,West
173,2,Luxury Estate,19504,PA,3381.0,2008,False,False,False,Middle Atlantic,Northeast
174,2,High Roller,83440,ID,3712.0,2008,False,False,False,Mountain,West
175,1,High Roller,90294,CA,3358.0,2006,True,False,False,Pacific,West
176,1,Wine Enthusiast,84010,UT,3358.0,2010,True,False,False,Mountain,West
177,1,High Roller,98040,WA,3358.0,2005,True,False,False,Pacific,West
179,1,Wine Enthusiast,60004,IL,3358.0,2005,True,False,False,East North Central,Midwest
180,5,Casual Visitor,97527,OR,4371.47,2010,True,True,True,Pacific,West
181,3,Wine Enthusiast,68802,NE,1821.98,2007,True,True,True,West North Central,Midwest
182,4,High Roller,98030,WA,2448.83,2008,True,True,True,Pacific,West
183,4,Luxury Estate,75261,TX,4001.55,2007,False,False,False,West South Central,South
184,6,High Roller,37738,TN,4021.7200000000003,2009,True,True,True,East South Central,South
185,3,Luxury Estate,29706,SC,4320.67,2010,True,True,True,South Atlantic,South
186,4,High Roller,98248,WA,3928.09,2008,True,True,True,Pacific,West
187,6,Luxury Estate,95687,CA,3614.4900000000002,2007,False,False,False,Pacific,West
188,3,High Roller,98112,WA,1773.8,2010,False,True,True,Pacific,West
189,3,Luxury Estate,7016,NJ,4086.99,2005,True,True,True,Middle Atlantic,Northeast
190,3,High Roller,97405,OR,1993.8,2009,False,True,False,Pacific,West
191,3,Wine Enthusiast,76692,TX,3496.4300000000003,2007,True,True,True,West South Central,South
192,5,Casual Visitor,29102,SC,2921.56,2009,False,False,False,South Atlantic,South
193,6,Casual Visitor,97128,OR,3435.2,2009,False,False,False,Pacific,West
194,4,Wine Enthusiast,40215,KY,4363.77,2010,True,True,True,East South Central,South
195,5,High Roller,99203,WA,3384.05,2008,True,True,True,Pacific,West
196,3,High Roller,53585,WI,2168.0,2008,False,False,False,East North Central,Midwest
197,6,High Roller,49128,MI,4687.95,2009,True,True,True,East North Central,Midwest
198,4,High Roller,98837,WA,1745.79,2008,False,False,False,Pacific,West
199,2,High Roller,17011,PA,3131.0,2010,True,True,True,Middle Atlantic,Northeast
200,5,High Roller,98445,WA,4148.09,2008,True,True,True,Pacific,West
201,4,Luxury Estate,71280,LA,2639.34,2010,False,True,False,West South Central,South
202,5,Casual Visitor,28056,NC,2953.4,2010,False,True,False,South Atlantic,South
203,5,High Roller,77866,TX,3389.8900000000003,2010,True,True,True,West South Central,South
205,4,High Roller,32934,FL,1879.0,2010,False,False,True,South Atlantic,South
206,4,High Roller,73123,OK,2806.49,2008,False,False,False,West South Central,South
207,3,Casual Visitor,37816,TN,4106.63,2010,False,True,False,East South Central,South
208,6,Casual Visitor,99354,WA,2475.67,2010,True,True,True,Pacific,West
209,4,High Roller,27932,NC,4052.3599999999997,2010,False,True,False,South Atlantic,South
210,3,Wine Enthusiast,98277,WA,2985.48,2005,False,False,False,Pacific,West
211,3,Wine Enthusiast,63144,MO,3104.33,2010,False,False,False,West North Central,Midwest
212,3,Casual Visitor,19971,DE,2056.4700000000003,2010,False,False,False,South Atlantic,South
213,3,High Roller,60030,IL,2455.48,2009,True,True,True,East North Central,Midwest
214,4,Wine Enthusiast,98031,WA,3150.59,2007,True,True,True,Pacific,West
215,6,High Roller,95991,CA,3558.76,2008,True,True,True,Pacific,West
216,5,Luxury Estate,79708,TX,3477.7,2010,False,False,False,West South Central,South
217,2,High Roller,7712,NJ,3781.2,2009,True,True,True,Middle Atlantic,Northeast
218,5,Luxury Estate,98502,WA,4421.68,2008,False,True,False,Pacific,West
219,4,Luxury Estate,79720,TX,2020.83,2008,False,False,False,West South Central,South
220,4,High Roller,97013,OR,3716.19,2009,True,True,True,Pacific,West
221,3,High Roller,99999,CO,3838.72,2009,True,True,True,Mountain,West
222,3,High Roller,98229,WA,2343.36,2009,True,True,True,Pacific,West
223,3,High Roller,66601,KS,3375.49,2008,True,True,True,West North Central,Midwest
224,3,High Roller,97217,OR,2853.21,2008,False,False,False,Pacific,West
225,4,High Roller,52591,IA,3762.39,2010,True,True,True,West North Central,Midwest
226,2,High Roller,98006,WA,3953.51,2009,True,True,True,Pacific,West
227,4,High Roller,60605,IL,2577.35,2010,True,True,True,East North Central,Midwest
228,3,Casual Visitor,10021,NY,3133.54,2008,False,False,False,Middle Atlantic,Northeast
229,3,Wine Enthusiast,32114,FL,3931.57,2008,True,True,True,South Atlantic,South
230,3,Casual Visitor,94526,CA,2707.2799999999997,2009,False,False,False,Pacific,West
231,3,Luxury Estate,44126,OH,2830.42,2008,False,False,False,East North Central,Midwest
232,3,Wine Enthusiast,98110,WA,3301.66,2007,False,False,False,Pacific,West
233,4,High Roller,89828,NV,2189.09,2008,False,False,False,Mountain,West
234,3,High Roller,35815,AL,3265.37,2010,True,True,True,East South Central,South
235,3,Casual Visitor,7092,NJ,4266.05,2007,False,True,False,Middle Atlantic,Northeast
236,2,Luxury Estate,98121,WA,2770.0,2007,False,False,True,Pacific,West
237,3,High Roller,62311,CT,3626.39,2008,False,True,True,New England,Northeast
238,3,Wine Enthusiast,80307,CO,1607.57,2008,True,True,True,Mountain,West
239,2,Wine Enthusiast,6612,CT,2765.0,2007,False,False,True,New England,Northeast
240,3,High Roller,98368,WA,3083.5299999999997,2008,True,True,True,Pacific,West
241,4,Luxury Estate,92629,CA,1995.28,2008,False,True,False,Pacific,West
242,3,Luxury Estate,66431,KS,1609.1100000000001,2008,False,False,False,West North Central,Midwest
243,3,Casual Visitor,91001,CA,1479.2,2010,False,False,False,Pacific,West
244,3,Casual Visitor,97838,OR,3783.88,2010,False,True,False,Pacific,West
245,3,Luxury Estate,6042,CT,4292.68,2008,False,False,False,New England,Northeast
246,3,Casual Visitor,98382,WA,1475.64,2010,False,False,False,Pacific,West
247,3,High Roller,2878,RI,1990.19,2010,False,False,False,New England,Northeast
248,3,Casual Visitor,62702,IL,2617.6,2010,False,False,True,East North Central,Midwest
249,3,High Roller,53017,WI,4284.8,2009,False,True,False,East North Central,Midwest
250,3,High Roller,83702,ID,2360.38,2010,True,True,True,Mountain,West
251,5,High Roller,75154,TX,2781.35,2009,True,True,True,West South Central,South
252,3,Casual Visitor,1930,MA,3026.3,2010,True,True,True,New England,Northeast
253,3,Luxury Estate,97210,OR,3229.34,2008,False,False,False,Pacific,West
254,3,High Roller,2655,MA,3101.2799999999997,2010,True,True,True,New England,Northeast
255,2,Casual Visitor,97035,OR,3182.52,2010,False,False,False,Pacific,West
256,3,High Roller,75048,TX,2955.4300000000003,2008,True,True,True,West South Central,South
257,2,Luxury Estate,51248,IA,2709.0,2009,False,True,False,West North Central,Midwest
258,3,Casual Visitor,45308,OH,3379.02,2008,True,True,True,East North Central,Midwest
259,3,High Roller,97702,OR,2475.4700000000003,2009,True,True,True,Pacific,West
260,3,Casual Visitor,72904,AR,2790.44,2010,False,False,False,West South Central,South
261,4,High Roller,98629,WA,3880.55,2008,True,True,True,Pacific,West
262,2,Luxury Estate,70526,LA,3324.9300000000003,2008,False,False,False,West South Central,South
263,1,Luxury Estate,76018,TX,2686.0,2005,False,True,False,West South Central,South
264,2,Luxury Estate,99022,WA,3188.65,2008,False,False,False,Pacific,West
265,2,Casual Visitor,88424,NM,2920.9300000000003,2008,False,False,False,Mountain,West
267,2,High Roller,13215,NY,3369.54,2008,False,True,False,Middle Atlantic,Northeast
268,2,Casual Visitor,83340,ID,1835.44,2009,False,False,False,Mountain,West
269,2,High Roller,10530,NY,2907.55,2010,True,True,True,Middle Atlantic,Northeast
270,1,Wine Enthusiast,45817,OH,2686.0,2006,True,True,False,East North Central,Midwest
271,2,Casual Visitor,80808,CO,3385.2799999999997,2005,False,True,False,Mountain,West
272,1,Wine Enthusiast,98033,WA,2686.0,2007,True,True,False,Pacific,West
274,2,Casual Visitor,59702,MT,2978.66,2009,False,False,False,Mountain,West
275,2,Casual Visitor,48075,MI,3610.35,2010,False,False,True,East North Central,Midwest
277,2,High Roller,73401,OK,2730.56,2008,True,True,True,West South Central,South
278,3,High Roller,97007,OR,3155.9,2008,True,True,True,Pacific,West
279,6,High Roller,61048,IL,2102.14,2008,True,True,True,East North Central,Midwest
280,4,Casual Visitor,98040,WA,3912.5,2010,False,False,False,Pacific,West
281,3,High Roller,26507,WV,1706.74,2009,True,True,True,South Atlantic,South
282,4,Wine Enthusiast,97411,OR,2988.63,2008,True,True,True,Pacific,West
283,4,Casual Visitor,29941,SC,3304.41,2009,False,False,False,South Atlantic,South
284,5,Luxury Estate,61761,IL,2934.22,2008,True,True,True,East North Central,Midwest
285,5,Luxury Estate,99224,WA,3490.5299999999997,2010,False,False,False,Pacific,West
286,3,High Roller,59714,MT,1795.31,2009,False,True,False,Mountain,West
287,4,Luxury Estate,62311,IL,2283.1099999999997,2008,False,False,True,East North Central,Midwest
288,4,Luxury Estate,99005,WA,3889.8599999999997,2007,False,True,False,Pacific,West
289,2,Wine Enthusiast,51560,IA,1682.76,2006,True,True,True,West North Central,Midwest
290,3,Casual Visitor,97415,OR,1274.62,2009,False,False,False,Pacific,West
291,3,High Roller,90650,CA,2434.58,2006,False,False,True,Pacific,West
292,2,Luxury Estate,60625,IL,3458.92,2005,False,False,False,East North Central,Midwest
293,2,Casual Visitor,97304,OR,2357.31,2006,False,False,False,Pacific,West
294,2,High Roller,19126,PA,1776.96,2010,True,True,True,Middle Atlantic,Northeast
295,3,High Roller,21623,MD,1602.4099999999999,2009,False,True,False,South Atlantic,South
296,2,Casual Visitor,99208,WA,2059.02,2005,False,False,False,Pacific,West
297,3,High Roller,60614,IL,2987.2400000000002,2008,False,True,True,East North Central,Midwest
298,2,Casual Visitor,94066,CA,2854.04,2005,True,True,True,Pacific,West
299,3,High Roller,83705,ID,2625.83,2005,True,True,True,Mountain,West
300,22,Luxury Estate,77449,TX,2100.57,2010,False,False,True,West South Central,South
301,21,High Roller,95312,CA,2480.22,2009,True,True,True,Pacific,West
302,3,High Roller,19012,PA,3572.16,2010,True,True,True,Middle Atlantic,Northeast
303,2,Wine Enthusiast,15239,PA,1971.62,2010,False,True,False,Middle Atlantic,Northeast
304,3,Casual Visitor,34475,FL,2883.98,2010,True,True,True,South Atlantic,South
305,3,High Roller,78145,TX,3310.1,2008,True,True,True,West South Central,South
306,3,Casual Visitor,11415,NY,1634.21,2009,False,False,True,Middle Atlantic,Northeast
307,3,Luxury Estate,95664,CA,1135.68,2008,False,True,False,Pacific,West
308,3,Casual Visitor,97304,OR,1826.47,2010,True,True,True,Pacific,West
309,2,Luxury Estate,32222,FL,3134.86,2008,False,True,False,South Atlantic,South
310,4,Luxury Estate,55904,MN,1519.55,2008,False,False,False,West North Central,Midwest
311,2,High Roller,98004,WA,2363.69,2007,False,False,False,Pacific,West
312,2,High Roller,13078,NY,1969.63,2005,True,True,True,Middle Atlantic,Northeast
313,4,High Roller,22152,VA,2691.08,2009,True,True,True,South Atlantic,South
314,3,Luxury Estate,48302,MI,2291.63,2008,False,True,False,East North Central,Midwest
315,3,Casual Visitor,97070,OR,3167.88,2009,True,True,True,Pacific,West
316,3,Casual Visitor,43910,OH,1503.94,2009,False,True,False,East North Central,Midwest
317,2,Luxury Estate,56270,MN,2084.0,2008,False,False,False,West North Central,Midwest
318,2,Luxury Estate,21117,MD,2080.0,2010,False,False,False,South Atlantic,South
319,2,Wine Enthusiast,97225,OR,2055.0,2010,True,True,True,Pacific,West
320,2,Luxury Estate,46573,IN,1067.0,2008,False,False,False,East North Central,Midwest
321,3,Casual Visitor,44601,OH,3222.75,2010,False,False,True,East North Central,Midwest
322,2,High Roller,98277,WA,1937.9099999999999,2008,True,True,True,Pacific,West
323,4,Wine Enthusiast,76240,TX,2180.91,2010,False,False,False,West South Central,South
324,2,Casual Visitor,97401,OR,1302.05,2009,False,True,False,Pacific,West
326,2,Casual Visitor,98052,WA,1057.99,2010,False,False,False,Pacific,West
327,1,High Roller,28687,NC,2014.0,2007,False,True,False,South Atlantic,South
328,2,Wine Enthusiast,98038,WA,1431.7,2008,True,True,True,Pacific,West
330,2,High Roller,98043,WA,1038.65,2008,False,True,False,Pacific,West
331,3,Casual Visitor,77478,TX,2148.5,2010,False,False,False,West South Central,South
332,3,Wine Enthusiast,97801,OR,1484.21,2007,True,True,True,Pacific,West
333,3,Luxury Estate,68142,NE,1641.02,2009,False,False,False,West North Central,Midwest
334,3,Wine Enthusiast,97524,OR,2503.13,2006,True,True,True,Pacific,West
335,3,High Roller,65079,MO,1574.9299999999998,2010,False,True,False,West North Central,Midwest
336,3,Wine Enthusiast,95118,CA,2443.42,2007,False,True,False,Pacific,West
337,2,Wine Enthusiast,98177,WA,1132.3600000000001,2010,True,True,True,Pacific,West
338,3,High Roller,45246,OH,2836.84,2009,True,True,True,East North Central,Midwest
339,2,High Roller,83864,ID,2340.17,2009,True,True,True,Mountain,West
340,3,High Roller,28694,NC,1171.53,2010,False,True,False,South Atlantic,South
341,4,Luxury Estate,44262,OH,1610.08,2007,False,False,False,East North Central,Midwest
342,18,High Roller,1240,MA,1899.6200000000001,2010,True,True,True,New England,Northeast
343,2,Casual Visitor,83404,ID,1037.25,2008,False,True,False,Mountain,West
344,17,Wine Enthusiast,7035,NJ,1566.58,2007,True,True,True,Middle Atlantic,Northeast
345,4,Casual Visitor,7480,NJ,2460.3599999999997,2008,False,False,False,Middle Atlantic,Northeast
346,3,Wine Enthusiast,28312,NC,2480.37,2008,True,True,True,South Atlantic,South
347,2,Wine Enthusiast,23966,VA,2405.24,2005,False,True,False,South Atlantic,South
348,2,Wine Enthusiast,28790,NC,1778.3899999999999,2005,True,True,True,South Atlantic,South
349,15,Luxury Estate,63131,MO,1633.24,2010,False,False,False,West North Central,Midwest
350,3,High Roller,7046,NJ,1722.65,2008,False,True,False,Middle Atlantic,Northeast
351,3,Luxury Estate,97701,OR,1415.8200000000002,2007,False,False,False,Pacific,West
